Date,Close,High,Low,Open,Volume
,AKBNK.IS,AKBNK.IS,AKBNK.IS,AKBNK.IS,AKBNK.IS
2025-03-18,71.65158081054688,73.41230523542409,71.3092198009625,73.02103231179467,56440539
2025-03-19,64.51087188720703,67.44540751445666,64.51087188720703,66.51614088432495,108314114
2025-03-20,58.39726257324219,64.36415421151902,58.10380974251337,62.94579077817682,368315029
2025-03-21,52.57709884643555,58.05489741971467,52.57709884643555,57.76144459104886,216452516
2025-03-24,52.772735595703125,55.07145378608896,49.49583508536513,53.897638733601546,320436194
2025-03-25,54.77799987792969,56.391996009772164,52.77273455726079,54.77799987792969,327099500
2025-03-26,53.95000076293945,55.45000076293945,52.650001525878906,54.5,174001338
2025-03-27,52.79999923706055,54.900001525878906,52.29999923706055,54.599998474121094,137011552
2025-03-28,52.25,53.099998474121094,51.099998474121094,52.75,128162225
2025-04-02,52.849998474121094,53.45000076293945,51.400001525878906,52.0,119712929
2025-04-03,52.54999923706055,54.099998474121094,52.349998474121094,53.25,83226815
2025-04-04,52.25,52.849998474121094,51.400001525878906,52.54999923706055,109948487
2025-04-07,52.099998474121094,52.75,49.7400016784668,50.5,158254026
2025-04-08,51.95000076293945,53.20000076293945,51.599998474121094,53.20000076293945,105625239
2025-04-09,49.779998779296875,51.70000076293945,49.7400016784668,51.20000076293945,120588860
2025-04-10,49.400001525878906,52.25,49.400001525878906,52.0,119834868
2025-04-11,49.880001068115234,49.939998626708984,48.099998474121094,49.41999816894531,149545571
2025-04-14,50.099998474121094,51.099998474121094,50.0,50.400001525878906,85256100
2025-04-15,50.349998474121094,51.0,50.0,50.20000076293945,117217121
2025-04-16,50.54999923706055,51.150001525878906,49.720001220703125,50.29999923706055,130823493
2025-04-17,51.29999923706055,52.0,50.79999923706055,50.900001525878906,192376661
2025-04-18,49.540000915527344,51.54999923706055,49.47999954223633,51.45000076293945,101035688
2025-04-21,49.779998779296875,51.79999923706055,48.560001373291016,49.560001373291016,150006455
2025-04-22,50.400001525878906,50.650001525878906,49.86000061035156,50.099998474121094,94162055
2025-04-24,53.5,53.54999923706055,50.650001525878906,50.75,137574079
2025-04-25,51.5,53.70000076293945,51.5,53.599998474121094,105000684
2025-04-28,49.36000061035156,52.0,49.31999969482422,51.900001525878906,135445485
2025-04-29,48.939998626708984,49.7400016784668,48.7400016784668,49.380001068115234,90830204
2025-04-30,48.5,49.279998779296875,47.880001068115234,49.099998474121094,117050993
2025-05-02,49.5,49.7599983215332,48.63999938964844,48.81999969482422,76343374
2025-05-05,48.58000183105469,50.650001525878906,48.58000183105469,50.25,64057251
2025-05-06,49.2599983215332,50.099998474121094,48.58000183105469,48.58000183105469,109155346
2025-05-07,49.47999954223633,49.70000076293945,48.91999816894531,49.2599983215332,84243888
2025-05-08,49.900001525878906,50.400001525878906,49.459999084472656,49.939998626708984,45378543
2025-05-09,49.880001068115234,50.29999923706055,48.70000076293945,49.900001525878906,142020138
2025-05-12,51.900001525878906,52.349998474121094,50.849998474121094,51.349998474121094,117215443
2025-05-13,52.25,52.79999923706055,51.150001525878906,51.599998474121094,166915762
2025-05-14,51.79999923706055,52.79999923706055,51.650001525878906,52.0,180394564
2025-05-15,50.70000076293945,52.25,50.599998474121094,51.95000076293945,97368465
2025-05-16,51.95000076293945,52.150001525878906,50.29999923706055,50.79999923706055,162478877
2025-05-20,52.54999923706055,53.29999923706055,51.54999923706055,51.900001525878906,180165844
2025-05-21,52.5,53.25,52.04999923706055,52.45000076293945,102916902
2025-05-22,53.650001525878906,54.5,52.75,52.849998474121094,149130710
2025-05-23,51.900001525878906,54.20000076293945,51.54999923706055,53.54999923706055,150177253
2025-05-26,51.95000076293945,52.5,50.650001525878906,52.45000076293945,113854673
2025-05-27,50.95000076293945,52.400001525878906,50.79999923706055,51.95000076293945,84875574
2025-05-28,51.650001525878906,52.0,50.900001525878906,51.0,85748391
2025-05-29,52.79999923706055,53.25,52.0,52.150001525878906,86026847
2025-05-30,50.95000076293945,52.900001525878906,50.849998474121094,52.70000076293945,96666805
2025-06-02,52.04999923706055,52.70000076293945,50.900001525878906,51.04999923706055,89954105
2025-06-03,55.650001525878906,56.20000076293945,52.900001525878906,53.099998474121094,154539428
2025-06-04,56.20000076293945,56.349998474121094,55.29999923706055,55.54999923706055,77849769
2025-06-05,56.25,56.400001525878906,55.75,55.849998474121094,27098461
2025-06-10,59.849998474121094,60.25,56.75,57.04999923706055,131249675
2025-06-11,60.0,60.70000076293945,59.5,59.849998474121094,95399025
2025-06-12,59.20000076293945,60.25,58.95000076293945,59.0,86668958
2025-06-13,59.5,59.5,56.099998474121094,57.0,122185155
2025-06-16,59.900001525878906,60.5,59.099998474121094,59.95000076293945,82820940
2025-06-17,58.599998474121094,60.29999923706055,58.599998474121094,60.04999923706055,82694480
2025-06-18,58.349998474121094,59.400001525878906,57.20000076293945,58.400001525878906,75596185
2025-06-19,57.150001525878906,59.400001525878906,56.5,59.20000076293945,109589773
2025-06-20,57.20000076293945,58.599998474121094,57.099998474121094,57.95000076293945,61392803
2025-06-23,57.900001525878906,58.099998474121094,56.29999923706055,56.349998474121094,65149202
2025-06-24,61.04999923706055,61.45000076293945,59.150001525878906,61.0,121576604
2025-06-25,60.95000076293945,61.45000076293945,60.099998474121094,61.25,76102839
2025-06-26,60.79999923706055,61.70000076293945,60.5,60.650001525878906,67990726
2025-06-27,62.0,62.849998474121094,60.04999923706055,60.849998474121094,105749680
2025-06-30,68.19999694824219,68.19999694824219,62.650001525878906,62.900001525878906,181852024
2025-07-01,68.0999984741211,69.5999984741211,67.6500015258789,68.25,121101939
2025-07-02,69.1500015258789,70.05000305175781,68.05000305175781,68.30000305175781,108603506
2025-07-03,68.80000305175781,72.1500015258789,68.30000305175781,70.69999694824219,108444178
2025-07-04,69.69999694824219,69.69999694824219,67.9000015258789,68.80000305175781,75862399
2025-07-07,67.94999694824219,69.4000015258789,67.8499984741211,68.25,84094277
2025-07-08,67.69999694824219,68.80000305175781,66.3499984741211,68.5,119840078
2025-07-09,69.30000305175781,69.4000015258789,67.19999694824219,67.5999984741211,87400206
2025-07-10,70.3499984741211,71.0,69.94999694824219,70.44999694824219,76512950
2025-07-11,69.75,71.55000305175781,69.0,70.8499984741211,85433702
2025-07-14,66.9000015258789,69.69999694824219,66.8499984741211,69.5999984741211,89913681
2025-07-16,65.44999694824219,67.30000305175781,64.05000305175781,66.69999694824219,100313981
2025-07-17,67.8499984741211,68.05000305175781,65.8499984741211,66.1500015258789,94074629
